"ID HISTÓRICO (itep)","Cód. IBGE/Apac","MUNICÍPIO","ESTAÇÃO","LAT","LON","ALT","LOCAL","TIPO PCD","TIPO","TIPO COLETA","OPERAÇÃO","BACIA HIDROGRÁFICA","MICRORREGIÃO","HOMOGENIA","MESORREGIÃO","DATA INSTALAÇÃO","DATA DESINSTALAÇÃO","GOOGLE"
"48","261610001A","São José do Belmonte","São José do Belmonte (CHESF)","-7.983","-38.633","445.7","São José do Belmonte (CHESF)","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão Central","Alto Sertão","Sertão Pernambucano","","","MAPA"
"591","261350301M","São José do Belmonte","São José do Belmonte - PCD","-7.857","-38.783","478.8","São José do Belmonte - PCD","Meteorologica","Pluviometrica","Automática","APAC","Pajeú","Sertão Central","Alto Sertão","Sertão Pernambucano","","","MAPA"
"1893","261350301H","São José do Belmonte","São José do Belmonte (Arrodeio)","-7.859","-38.785","481.0","Arrodeio","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Pajeú","Sertão Central","Alto Sertão","Sertão Pernambucano","","","MAPA"
"TPLU170","261350301A","São José do Belmonte","São José do Belmonte","-7.833","-38.764","0.0","Policia Militar ou ETA","Meteorologica","Pluviometrica","Automática","APAC","PAJEÚ","Sertão Central","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"TPLU174","261350302A","São José do Belmonte","São José do Belmonte (Bom Nome)","-7.996","-38.625","0.0","Estação de Tratamento de Água - Compesa","Meteorologica","Pluviometrica","Automática","APAC","PAJEÚ","Sertão Central","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"2169","261350301C","SÃO JOSÉ DO BELMONTE","SAO JOSE DO BELMONTE [C]","-7.775","-38.758","0.0","SÃO JOSÉ DO BELMONTE","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Sertão Central","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"40","261360201V","São José do Egito","São José do Egito (CHESF)","-7.467","-37.283","592.0","São José do Egito (CHESF)","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"92","261360202V","São José do Egito","São José do Egito (Faz. Muquén)","-7.444","-37.281","624.2","São José do Egito (Faz. Muquén)","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"320","261360203V","São José do Egito","São José do Egito (Faz. Riacho Fundo)","-7.508","-37.113","623.9","São José do Egito (Faz. Riacho Fundo)","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"407","261360201M","São José do Egito","São José do Egito - PCD","-7.444","-37.280","622.7","São José do Egito - PCD","Meteorologica","Pluviometrica","Automática","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"529","261360201V","São José do Egito","Tuparetama (Fazenda Riacho)","-7.687","-37.221","603.8","Tuparetama (Fazenda Riacho)","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"1900","261360201H","São José do Egito","São José do Egito II","-7.470","-37.290","588.0","São José do Egito II","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"1933","261360201A","São José do Egito","São José do Egito","-7.440","-37.280","635.0","São José do Egito","Meteorologica","Pluviometrica","Automática","INPE","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"2170","261360201C","SÃO JOSÉ DO EGITO","SAO JOSE DO EGITO [C]","-7.508","-37.275","0.0","SÃO JOSÉ DO EGITO","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Sertão do Pajeú","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"129","261370101V","São Lourenço da Mata","São Lourenço da Mata","-8.001","-35.036","40.9","São Lourenço da Mata","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"267","261370102V","São Lourenço da Mata","São Lourenço da Mata (Tapacurá)","-8.040","-35.165","87.0","São Lourenço da Mata (Tapacurá)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"295","261370103V","São Lourenço da Mata","São Lourenço da Mata (Capibaribe)","-8.000","-35.017","63.5","São Lourenço da Mata (Capibaribe)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"325","261370104V","São Lourenço da Mata","São Lourenço da Mata","-8.033","-35.050","136.0","São Lourenço da Mata","Meteorologica","Pluviometrica","Convencional","APAC","GL-2","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"363","261370105V","São Lourenço da Mata","São Lourenço da Mata (Engenho Bela Rosa)","-8.017","-35.117","69.9","São Lourenço da Mata (Engenho Bela Rosa)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"365","261370106V","São Lourenço da Mata","São Lourenço da Mata (São Bento)","-8.050","-35.183","91.1","São Lourenço da Mata (São Bento)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"405","261370107V","São Lourenço da Mata","São Lourenço Mata (Nossa Senhora da Luz)","-8.050","-35.100","117.0","São Lourenço Mata (Nossa Senh","Meteorologica","Pluviometrica","Convencional","APAC","GL-2","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"476","261370108V","São Lourenço da Mata","São Lourenço da Mata (Tiuma)","-7.967","-35.067","54.3","São Lourenço da Mata (Tiuma)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"497","261370101H","São Lourenço da Mata","São Lourenço da Mata -  PCD (Tapacurá)","-8.033","-35.167","93.5","São Lourenço da Mata -  PCD (Tapacurá)","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"503","261370102H","São Lourenço da Mata","São Lourenço da Mata-PCD (Várzea do Una)","-8.050","-35.183","91.1","São Lourenço da Mata-PCD (Várzea do Una)","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"1911","261370103H","São Lourenço da Mata","São Lourenço da Mata (Várzea do Una)","-8.028","-35.123","104.0","Várzea do Una","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"1915","261370104H","São Lourenço da Mata","São Lourenço da Mata (Tapacurá)","-8.037","-35.163","93.0","Tapacurá","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"1948","261370105H","São Lourenço da Mata","São Lourenço da Mata","-7.999","-35.039","38.0","São Lourenço da Mata","Hidrologica - Rios","Fluviometrica","Automática","ANA","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"2052","261370101A","São Lourenço da Mata","São Lourenço da Mata (Barra do Riachão)","-7.995","-35.035","63.0","SÃO LOURENÇO DA MATA","Meteorologica","Pluviometrica","Automática","CEMADEN","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"2099","261370102A","São Lourenço da Mata","São Lourenço da Mata (Nossa Senhora da Luz)","-8.037","-35.100","148.4","SÃO LOURENÇO DA MATA","Meteorologica","Pluviometrica","Automática","CEMADEN","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"2100","261370103A","São Lourenço da Mata","São Lourenço da Mata (Tiúma)","-7.979","-35.073","51.8","SÃO LOURENÇO DA MATA","Meteorologica","Pluviometrica","Automática","CEMADEN","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"2109","261370104A","São Lourenço da Mata","São Lourenço da Mata (Rua dos Milagres)","-8.010","-35.016","70.2","São Lourenço da Mata","Meteorologica","Pluviometrica","Automática","CEMADEN","Capibaribe","RMR","Zona da Mata e Litoral","Metropolitana do Recife","","","MAPA"
"TPLU010","261370105A","São Lourenço da Mata","São Lourenço da Mata","-7.994","-35.037","0.0","Corpo de Bombeiro","Meteorologica","Pluviometrica","Automática","APAC","CAPIBARIBE","Região Metropolitana","Região Metropolitana do Recife","Região Metropolitana do Recife","","","MAPA"
"TPLU151","261380001A","São Vicente Ferrer","São Vicente Ferrer","-7.591","-35.490","0.0","Instituto de Pesquisas Agronomicas - IPA","Meteorologica","Pluviometrica","Automática","APAC","GOIANA","Agreste Setentrional","Agreste Pernambucano","Agreste Pernambucano","","","MAPA"
"271","261380001V","São Vicente Férrer","São Vicente Férrer","-7.588","-35.489","402.0","São Vicente Férrer","Meteorologica","Pluviometrica","Convencional","APAC","Goiana","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","","","MAPA"
"12","261390902V","Serra Talhada","Serra Talhada (IPA)","-7.931","-38.289","517.7","Serra Talhada (IPA)","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"13","261390903V","Serra Talhada","Serra Talhada","-7.993","-38.294","437.5","Serra Talhada","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"43","261390904V","Serra Talhada","Serra Talhada (CHESF)","-8.000","-38.300","414.0","Serra Talhada (CHESF)","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"189","261390905V","Serra Talhada","Serra Talhada (Varzinha)","-8.032","-38.123","478.4","Serra Talhada (Varzinha)","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"197","261390906V","Serra Talhada","Mirandiba (Açude Serrinha)","-8.240","-38.528","376.6","Mirandiba (Açude Serrinha)","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"236","261390907V","Serra Talhada","Serra Talhada (Faz. Quixaba)","-8.107","-38.473","398.9","Serra Talhada (Faz. Quixaba)","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"246","261390908V","Serra Talhada","Serra Talhada (Fazenda Caiçara)","-7.919","-38.481","457.9","Serra Talhada (Fazenda Caiçara)","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"248","261390909V","Serra Talhada","Serra Talhada (Tauapiranga)","-8.169","-38.224","436.2","Serra Talhada (Tauapiranga)","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"297","261390910V","Serra Talhada","Serra Talhada (Malhada da Areia)","-8.283","-38.483","386.9","Serra Talhada (Malhada da Areia)","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"379","261390911V","Serra Talhada","Serra Talhada (Açude Cachoeira)","-7.977","-38.322","423.7","Serra Talhada (Açude Cachoeira)","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"462","261390912V","Serra Talhada","Serra Talhada (Açude Jazigo)","-7.998","-38.221","440.8","Serra Talhada (Açude Jazigo)","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"485","261390901M","Serra Talhada","Serra Talhada - PCD","-7.931","-38.289","513.2","Serra Talhada - PCD","Meteorologica","Pluviometrica","Automática","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"505","261390901H","Serra Talhada","Serra Talhada - PCD (Serrinha)","-8.233","-38.517","384.1","Serra Talhada - PCD (Serrinha)","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"1899","261390902H","Serra Talhada","Serra Talhada (Cachoeira II)","-7.974","-38.322","450.0","Cachoeira II","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"1908","261390903H","Serra Talhada","Serra Talhada (Serrinha II)","-8.210","-38.537","393.0","Serrinha II","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"1912","261390904H","Serra Talhada","Serra Talhada (Jazigo)","-8.000","-38.242","426.1","Jazigo","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"1934","261390901A","Serra Talhada","Serra Talhada","-7.920","-38.290","498.0","Serra Talhada","Meteorologica","Pluviometrica","Automática","INPE","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"1978","261390902A","Serra Talhada","Serra Talhada - INMET","-7.954","-38.294","498.9","Serra Talhada - INMET","Meteorologica","Pluviometrica","Automática","INMET","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"2171","261390901C","SERRA TALHADA","SERRA TALHADA [C]","-7.993","-38.294","0.0","SERRA TALHADA","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Sertão do Pajeú","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"180","261400601V","Serrita","Serrita","-7.945","-39.293","415.2","Serrita","Meteorologica","Pluviometrica","Convencional","APAC","Terra Nova","Sertão Central","Alto Sertão","Sertão Pernambucano","","","MAPA"
"190","261400602V","Serrita","Serrita (Santa Rosa)","-7.820","-39.149","480.1","Serrita (Santa Rosa)","Meteorologica","Pluviometrica","Convencional","APAC","Terra Nova","Sertão Central","Alto Sertão","Sertão Pernambucano","","","MAPA"
"217","261400603V","Serrita","Serrita (Ipueira)","-7.847","-39.460","454.9","Serrita (Ipueira)","Meteorologica","Pluviometrica","Convencional","APAC","Brígida","Sertão Central","Alto Sertão","Sertão Pernambucano","","","MAPA"
"331","261400604V","Serrita","Serrita","-7.949","-39.294","421.6","Serrita","Meteorologica","Pluviometrica","Convencional","APAC","Terra Nova","Sertão Central","Alto Sertão","Sertão Pernambucano","","","MAPA"
"492","261400601H","Serrita","Parnamirim - PCD (Chapéu)","-7.983","-39.567","414.5","Parnamirim - PCD (Chapéu)","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Brígida","Sertão Central","Alto Sertão","Sertão Pernambucano","","","MAPA"
"TPLU171","261400601A","Serrita","Serrita (Ipueira)","-7.846","-39.460","0.0","Escola Municipal 15 de Novembro","Meteorologica","Pluviometrica","Automática","APAC","BRÍGIDA","Sertão Central","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"2185","261400601U","SERRITA","SERRITA [U]","-7.936","-39.311","0.0","SERRITA","Agrometeorologica","Pluviometrica","Automática","CEMADEN","0","Sertão Central","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"45","261610002V","Sertânia","Sertânia (CHESF) ","-8.083","-37.267","555.1","Sertânia (CHESF) ","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","","","MAPA"
"75","261410502V","Sertânia","Sertânia (Algodões)","-8.316","-37.351","511.1","Sertânia (Algodões)","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","","","MAPA"
"143","261410503V","Sertânia","Sertânia (Moderna)","-8.434","-37.416","511.6","Sertânia (Moderna)","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","","","MAPA"
"185","261410504V","Sertânia","Sertânia","-8.075","-37.264","555.0","Sertânia","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","","","MAPA"
"243","261410505V","Sertânia","Sertânia (IPA)","-8.064","-37.224","593.9","Sertânia (IPA)","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","","","MAPA"
"256","261410506V","Sertânia","Sertânia (Rio da Barra)","-8.129","-37.468","514.2","Sertânia (Rio da Barra)","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","","","MAPA"
"337","261410501U","Sertânia","Sertânia - PCD","-8.064","-37.224","593.9","Sertânia - PCD","Agrometeorologica","Pluviometrica","Automática","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","","","MAPA"
"339","261410501V","Sertânia","Sertânia (Henrique Dias)","-8.275","-37.173","580.9","Sertânia (Henrique Dias)","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","","","MAPA"
"364","261410502V","Sertânia","Sertânia (Pernambuquinho)","-7.953","-37.207","652.0","Sertânia (Pernambuquinho)","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","","","MAPA"
"383","261410503V","Sertânia","Sertânia (Xilili)","-8.400","-37.217","591.9","Sertânia (Xilili)","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","","","MAPA"
"401","261410504V","Sertânia","Sertânia (Albuquerque Né)","-7.989","-37.403","631.1","Sertânia (Albuquerque Né)","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","","","MAPA"
"427","261410505V","Sertânia","Sertânia (Henrique Dias)","-8.283","-37.183","585.7","Sertânia (Henrique Dias)","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","","","MAPA"
"500","261410501H","Sertânia","Sertânia - PCD (Eng. G. Pontes)","-8.238","-37.542","462.9","Sertânia - PCD (Eng. G. Pontes)","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Ipojuca","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","","","MAPA"
"1922","261410501U","Sertânia","Sertânia","-8.060","-37.220","597.0","Sertânia","Agrometeorologica","Pluviometrica","Automática","INPE","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","","","MAPA"
"TPLU222","261410501A","Sertânia","Sertânia (Moderna)","-8.430","-37.410","0.0","Reservatório Compesa","Meteorologica","Pluviometrica","Automática","APAC","MOXOTÓ","Sertão do Moxotó","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"2172","261410501C","SERTÂNIA","SERTANIA [C]","-8.033","-37.243","0.0","SERTÂNIA","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Sertão do Moxotó","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"2173","261410502C","SERTÂNIA","SERTANIA 2 [C]","-8.352","-37.287","0.0","SERTÂNIA","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Sertão do Moxotó","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"111","261420401V","Sirinhaém","Sirinhaém","-8.619","-35.119","50.9","Sirinhaém","Meteorologica","Pluviometrica","Convencional","APAC","Sirinhaém","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"561","261420402V","Sirinhaém","Rio Formoso (Campo Novo)","-8.656","-35.117","5.8","Rio Formoso (Campo Novo)","Meteorologica","Pluviometrica","Convencional","APAC","GL-4","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"2101","261420401A","Sirinhaém","Sirinhaém (Centro)","-8.592","-35.116","49.0","SIRINHAÉM","Meteorologica","Pluviometrica","Automática","CEMADEN","Sirinhaém","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"TPLU070","261420402A","Sirinhaém","Sirinhaém","-8.595","-35.110","0.0","Estação de Tratamento de Água - Compesa","Meteorologica","Pluviometrica","Automática","APAC","SIRINHAÉM","Mata Sul","Mata Pernambucana","Mata Pernambucana","","","MAPA"
"192","261440201V","Solidão","Solidão","-7.600","-37.654","587.9","Solidão","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"357","261440202V","Solidão","Solidão","-7.600","-37.658","600.4","Solidão","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"TPLU224","261440201A","Solidão","Solidão","-7.602","-37.653","0.0","Estação de Tratamento de Água - Compesa","Meteorologica","Pluviometrica","Automática","APAC","PAJEÚ","Sertão do Pajeú","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"62","261450101V","Surubim","Surubim","-7.817","-35.750","363.1","Surubim","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","","","MAPA"
"203","261450102V","Surubim","Surubim","-7.837","-35.763","381.4","Surubim","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","","","MAPA"
"353","261450103V","Surubim","Salgadinho","-7.933","-35.667","314.2","Salgadinho","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","","","MAPA"
"385","261450104V","Surubim","Salgadinho","-7.933","-35.667","314.2","Salgadinho","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","","","MAPA"
"1887","261450101H","Surubim","Surubim (Jucazinho)","-7.965","-35.743","303.7","Jucazinho","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Capibaribe","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","","","MAPA"
"1979","261450101A","Surubim","Surubim - INMET","-7.843","-35.791","417.2","Surubim - INMET","Meteorologica","Pluviometrica","Automática","INMET","Capibaribe","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","","","MAPA"
"74","261460001V","Tabira","Tabira","-7.588","-37.537","579.2","Tabira","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"2174","261460001C","TABIRA","TABIRA [C]","-7.521","-37.510","0.0","TABIRA","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Sertão do Pajeú","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"237","261470901V","Tacaimbó","Tacaimbó","-8.313","-36.293","591.6","Tacaimbó","Meteorologica","Pluviometrica","Convencional","APAC","Ipojuca","Agreste Central","Agreste Central","Agreste Pernambucano","","","MAPA"
"438","261470902V","Tacaimbó","Tacaimbó","-8.317","-36.305","597.6","Tacaimbó","Meteorologica","Pluviometrica","Convencional","APAC","Ipojuca","Agreste Central","Agreste Central","Agreste Pernambucano","","","MAPA"
"TPLU094","261470902A","Tacaimbó","Tacaimbó","-8.316","-36.292","0.0","Prefeitura Municipal","Meteorologica","Pluviometrica","Automática","APAC","IPOJUCA","Agreste Central","Agreste Pernambucano","Agreste Pernambucano","","","MAPA"
"77","261480801V","Tacaratu","Tacaratu (Sítio Gameleira)","-9.106","-38.146","518.2","Tacaratu (Sítio Gameleira)","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Sertão de Itaparica","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"298","261480802V","Tacaratu","Tacaratu (Olho dágua do Bruno)","-9.050","-37.967","368.2","Tacaratu (Olho dágua do Bruno)","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Sertão de Itaparica","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"513","261480801M","Tacaratu","Tacaratu - PCD","-9.109","-38.153","547.9","Tacaratu - PCD","Meteorologica","Pluviometrica","Automática","APAC","Moxotó","Sertão de Itaparica","Sertão do São Francisco","Sertão Pernambucano","","","MAPA"
"2175","261480801C","TACARATU","TACARATU [C]","-9.112","-38.157","0.0","TACARATU","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Sertão de Itaparica","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"510","261485701V","Tamandaré","Tamandaré","-8.766","-35.314","52.9","Tamandaré","Meteorologica","Pluviometrica","Convencional","APAC","Una","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"TPLU056","261485701A","Tamandaré","Tamandaré (Saué)","-8.769","-35.313","0.0","Posto de Saúde","Meteorologica","Pluviometrica","Automática","APAC","UNA","Mata Sul","Mata Pernambucana","Mata Pernambucana","","","MAPA"
"TPLU055","261485702A","Tamandaré","Tamandaré","-8.751","-35.102","0.0","PSF 05 de Julho","Meteorologica","Pluviometrica","Automática","APAC","GL4","Mata Sul","Mata Pernambucana","Mata Pernambucana","","","MAPA"
"72","261500301V","Taquaritinga do Norte","Taquaritinga do Norte","-7.905","-36.038","826.7","Taquaritinga do Norte","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","","","MAPA"
"195","261500302V","Taquaritinga do Norte","Taquaritinga do Norte","-7.899","-36.047","741.0","Taquaritinga do Norte","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","","","MAPA"
"545","261500303V","Taquaritinga do Norte","Taquaritinga do Norte (Sítio Cardoso)","-7.899","-36.149","474.7","Taquaritinga do Norte (Sítio Cardoso)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","","","MAPA"
"546","261500304V","Taquaritinga do Norte","Taquaritinga do Norte (Sítio Barauna)","-7.851","-36.139","498.0","Taquaritinga do Norte (Sítio Barauna)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","","","MAPA"
"547","261500305V","Taquaritinga do Norte","Taquaritinga do Norte (Ass. do Monteiro)","-7.803","-36.105","534.0","Taquaritinga do Norte (Ass. do Monteiro)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","","","MAPA"
"548","261500306V","Taquaritinga do Norte","Taquaritinga do Norte (Sítio Boa Vista)","-7.819","-36.225","511.6","Taquaritinga do Norte (Sítio Boa Vista)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","","","MAPA"
